OFC_CD,OFC_ENG_NM,PRNT_OFC_CD,CRE_DT,CRE_USR_ID,UPD_DT,UPD_USR_ID,DELT_FLG
PSQBA,YUSUF BIN AHMED KANOO  CO.,SINHQ,2018-02-06T08:48:00,MIGUSER,2018-02-09T11:48:07,phoebe.tse@one-line.com,N
PPTBA,"PAPEETE SEAIRLAND TRANSPORTS, PAPEETE",SINHQ,2018-02-06T08:48:00,MIGUSER,2018-02-24T15:00:32,angie.tan@one-line.com,N
SFSBB,"Ocean Network Express Philippines, Inc. - Subic",MNLBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T10:58:29,jinzhuang.pang@one-line.com,N
CEBBB,"Ocean Network Express Philippines, Inc. - Cebu",MNLBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:50:23,jinzhuang.pang@one-line.com,N
CGYBB,"Ocean Network Express Philippines, Inc. - Cagayan",MNLBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:50:48,jinzhuang.pang@one-line.com,N
DVOBB,"Ocean Network Express Philippines, Inc. - Davao",MNLBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:50:36,jinzhuang.pang@one-line.com,N
GESBB,"Ocean Network Express Philippines, Inc. - General",MNLBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:51:09,jinzhuang.pang@one-line.com,N
MNLBB,"Ocean Network Express Philippines, Inc. - Manila",SINHQ,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:50:07,jinzhuang.pang@one-line.com,N
KHIBB,OCEAN NETWORK EXPRESS PAKISTAN (PRIVATE) LIMITED - KARACHI,SINHQ,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:49:39,jinzhuang.pang@one-line.com,N
LHEBB,OCEAN NETWORK EXPRESS PAKISTAN (PRIVATE) LIMTED - LAHORE,KHIBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:49:53,jinzhuang.pang@one-line.com,N
DOHBA,MILAHA (Q.S.C),SINHQ,2018-02-06T08:48:00,MIGUSER,2018-02-09T11:38:58,phoebe.tse@one-line.com,N
DMNBA,OCEAN NAVIGATION EXPRESS - DAMMAM,JEDBA,2018-02-06T08:48:00,MIGUSER,2021-10-22T11:04:16,jinzhuang.pang@one-line.com,N
RHUBA,"HAJI ABDULLAH ALIREZA & CO. LTD., RIYADH",JEDBA,2018-02-06T08:48:00,MIGUSER,2023-07-12T14:33:26,natasha.hayashi@one-line.com,N
JEDBA,OCEAN NAVIGATION EXPRESS - JEDDAH,SINHQ,2018-02-06T08:48:00,MIGUSER,2021-10-22T11:04:06,jinzhuang.pang@one-line.com,N
HIRBA,CARPENTERS SHIPPING AGENCY SOLOMON ISLANDS,SINHQ,2018-02-06T08:48:00,MIGUSER,2018-10-29T12:13:06,angie.tan@one-line.com,N
BKKBB,Ocean Network Express (Thailand) Ltd.,SINHQ,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:52:04,jinzhuang.pang@one-line.com,N
LCBBB,Ocean Network Express (Thailand) Ltd. - Laem Chaba,BKKBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:52:14,jinzhuang.pang@one-line.com,N
LKBBB,"NYK LINE (THAILAND) CO,. LTD., LAT KRABANG",BKKBB,2018-02-06T08:48:00,MIGUSER,2018-04-16T09:19:14,angie.tan@one-line.com,N
SGZBB,Ocean Network Express (Thailand) Ltd. - Hat Yai,BKKBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T09:52:27,jinzhuang.pang@one-line.com,N
TBUBA,"DATELINE TRANSAM SHIPPING, NUKU'ALOFA",SINHQ,2018-02-06T08:48:00,MIGUSER,2018-02-24T15:36:34,angie.tan@one-line.com,N
TPEBB,"Ocean Network Express (Taiwan) Co., Ltd. - Taipei",HKGHQ,2018-02-06T08:48:00,MIGUSER,2019-01-18T17:23:26,angie.tan@one-line.com,N
KHHBB,"Ocean Network Express (Taiwan) Co., Ltd. - Kaohsiu",TPEBB,2018-02-06T08:48:00,MIGUSER,2019-01-18T17:38:52,angie.tan@one-line.com,N
TXGBB,"Ocean Network Express (Taiwan) Co., Ltd. - Taichun",TPEBB,2018-02-06T08:48:00,MIGUSER,2019-01-18T17:38:36,angie.tan@one-line.com,N
HPHBB,"OCEAN NETWORK EXPRESS (VIETNAM) CO., LTD. - HAI PHONG",SGNBB,2018-02-06T08:48:00,MIGUSER,2023-04-08T08:14:31,zac.kan@one-line.com,N
HANBB,"OCEAN NETWORK EXPRESS (VIETNAM) CO., LTD. - HA NOI",SGNBB,2018-02-06T08:48:00,MIGUSER,2023-04-08T08:14:02,zac.kan@one-line.com,N
DADBB,"OCEAN NETWORK EXPRESS (VIETNAM) CO., LTD. - DA NANG",SGNBB,2018-02-06T08:48:00,MIGUSER,2023-04-08T08:15:25,zac.kan@one-line.com,N
SGNBB,"OCEAN NETWORK EXPRESS (VIETNAM) CO., LTD. - HO CHI MINH CITY",SINHQ,2018-02-06T08:48:00,MIGUSER,2023-04-08T08:11:50,zac.kan@one-line.com,N
SNTBA,TROPICAL AGENCY LIMITED,VLIBA,2018-02-06T08:48:00,MIGUSER,2019-03-11T11:16:40,angie.tan@one-line.com,N
VLIBA,TROPICAL AGENCY LIMITED,SINHQ,2018-02-06T08:48:00,MIGUSER,2019-03-11T11:16:56,angie.tan@one-line.com,N
APWBA,"BETHAM BROTHERS ENTERPRISES LIMITED, APIA",SINHQ,2018-02-06T08:48:00,MIGUSER,2023-11-29T16:10:33,natasha.hayashi@one-line.com,N
MTYBA,"REPRESENTACIONES Y SERVICIOS LOGSTICOS SANMOR, S.A. DE C.V.",MEXBB,2018-02-08T00:48:43,giovana.monteiro@one-line.com,2022-03-29T21:24:43,claudio.azevedo@one-line.com,Y
POABA,"WILSON SONS, PORTO ALEGRE",SAOBB,2018-02-06T08:48:00,MIGUSER,2023-09-26T22:10:05,vitor.monteiro@one-line.com,Y
VIXBA,"WILSON SONS AGENCIA MARITIMA, VITORIA",SAOBB,2018-02-06T08:48:00,MIGUSER,2023-09-26T22:10:27,vitor.monteiro@one-line.com,Y
BOGBA,OCEAN NETWORK EXPRESS COLOMBIA - ONE COLOMBIA SAS,SAOHQ,2018-02-28T00:37:47,giovana.monteiro@one-line.com,2018-04-04T02:06:01,alessandra.tamashiro@one-line.com,Y
GYEBA,AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A..,SAOHQ,2018-02-06T08:48:00,MIGUSER,2023-08-03T21:17:19,vitor.monteiro@one-line.com,Y
MECBA,"TRANSOCEANICA CIA. LTDA., MANTA",GYEBB,2018-02-06T08:48:00,MIGUSER,2023-08-17T03:56:28,vitor.monteiro@one-line.com,Y
QITBA,AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A.,GYEBB,2018-02-06T08:48:00,MIGUSER,2023-08-17T03:57:00,vitor.monteiro@one-line.com,Y
MTYBB,"ONE OCEAN NETWORK EXPRESS SHIPPING MEXICO, S.A. DE C.V. MONTERREY",MEXBB,2018-02-06T08:48:00,MIGUSER,2023-09-26T22:09:37,vitor.monteiro@one-line.com,Y
BLBBA,"NORTON LILLY INTERNATIONAL, BALBOA",PANBB,2018-02-06T08:48:00,MIGUSER,2020-06-26T06:35:10,mariana.martelli@one-line.com,Y
CLLBB,"MERCATOR PERU, CALLAO",LIMBB,2018-02-06T08:48:00,MIGUSER,2018-04-25T14:14:57,CLTOPER,Y
PAIBB,"MERCATOR PERU, PAITA",LIMBB,2018-02-06T08:48:00,MIGUSER,2018-04-25T14:14:37,CLTOPER,Y
GLWBB,"NIPPON YUSEN KABUSHIKI KAISHA, GLASGOW",LIVBB,2018-02-06T08:48:00,MIGUSER,2018-04-09T17:12:29,clair.willis@one-line.com,Y
FRABB,"NIPPON YUSEN KABUSHIKI KAISHA, FRANKFURT",HAMBB,2018-02-06T08:48:00,MIGUSER,2018-04-09T17:12:03,clair.willis@one-line.com,Y
PARBB,"NYK GROUP EUROPE LTD. FRANCE, PARIS",LEHBB,2018-02-06T08:48:00,MIGUSER,2018-04-09T17:13:22,clair.willis@one-line.com,Y
ASHBA,"ALLALOUF & CO. SHIPPING LTD., ASHDOD",LONHQ,2018-02-06T08:48:00,MIGUSER,2020-01-13T21:22:43,maria.godinho@one-line.com,Y
MILBB,"NYK LINE (ITALY) S.P.A, MILAN",GOABB,2018-02-06T08:48:00,MIGUSER,2018-04-09T17:07:33,clair.willis@one-line.com,Y
OSLBA,"WILHELMSEN SHIPS SERVICE AS, OSLO",GOTBB,2018-02-06T08:48:00,MIGUSER,2018-04-09T17:12:45,clair.willis@one-line.com,Y
WAWBA,"YUSEN LOGISTICS (POLSKA) SP. Z O.O., WARSAW",GDYBB,2018-02-06T08:48:00,MIGUSER,2018-04-12T02:23:45,clair.willis@one-line.com,Y
LEIBA,"PINTO BASTO NAVEGACAO S.A., LEIXOES",LISBB,2018-02-06T08:48:00,MIGUSER,2018-04-09T17:13:04,clair.willis@one-line.com,Y
LTKBA,"HENRY HEALD SYRIA COMPANY, LATTAKIA - SYRIA",LONHQ,2018-02-06T08:48:00,MIGUSER,2021-10-11T16:58:16,james.neligan@one-line.com,Y
FJRBA,"GULF AGENCY CO. (FUJAIRAH), FUJAIRAH",DXBBB,2018-02-06T08:48:00,MIGUSER,2022-06-13T16:14:32,natasha.hayashi@one-line.com,Y
RKTBA,"GULF AGENCY CO. (RAS AL KHAIMAH), RAS AL KHAIMAH",DXBBB,2018-02-06T08:48:00,MIGUSER,2022-06-13T16:14:52,natasha.hayashi@one-line.com,Y
JMNBB,Ocean Network Express (China) Ltd. - Jiangmen,SZPBB,2018-02-06T08:48:00,MIGUSER,2020-06-22T17:00:14,phoebe.tse@one-line.com,Y
SUDBB,Ocean Network Express (China) Ltd. - Shunde,SZPBB,2018-02-06T08:48:00,MIGUSER,2020-06-23T09:15:20,phoebe.tse@one-line.com,Y
PHNBA,"PONAPE TRANSFER & STORAGE, INC., POHNPEI",SINHQ,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:59:40,nanz.teo@one-line.com,Y
TKKBA,"TRUK TRANSPORTATION COMPANY, TRUK",PHNBA,2018-02-06T08:48:00,MIGUSER,2023-10-25T11:02:21,nanz.teo@one-line.com,Y
YAPBA,"WAAB TRANSPORTATION CO.,INC., YAP",PHNBA,2018-02-06T08:48:00,MIGUSER,2023-10-25T11:03:04,nanz.teo@one-line.com,Y
CBNBA,"PT SAMUDERA INDONESIA TBK, CIREBON",JKTBB,2018-02-06T08:48:00,MIGUSER,2018-04-05T10:27:26,angie.tan@one-line.com,Y
PNJBA,"PT SAMUDERA INDONESIA TBK, PANJANG",JKTBB,2018-02-06T08:48:00,MIGUSER,2018-04-05T10:11:37,angie.tan@one-line.com,Y
DJBBA,"PT SAMUDERA INDONESIA TBK, JAMBI",JKTBB,2018-02-06T08:48:00,MIGUSER,2021-10-22T11:03:17,jinzhuang.pang@one-line.com,Y
KTMBB,"NYK LINE (INDIA) PVT LTD-KATHMANDU, KATHMANDU",MUMBB,2018-02-06T08:48:00,MIGUSER,2022-08-22T21:08:12,koray.mertler@one-line.com,Y
ICDBB,ONE (Ocean Network Express) Line (India) Private L,MUMBB,2018-02-06T08:48:00,MIGUSER,2018-03-27T09:13:21,angie.tan@one-line.com,Y
NSABB,ONE (Ocean Network Express) Line (India) Private L,MUMBB,2018-02-06T08:48:00,MIGUSER,2018-03-27T09:13:36,angie.tan@one-line.com,Y
PAVBB,OCEAN NETWORK EXPRESS (INDIA) PRIVATE LIMITED - PIPAVAV,MUMBB,2018-02-06T08:48:00,MIGUSER,2020-10-27T14:26:11,angie.tan@one-line.com,Y
THRBA,Star Marine Services Ltd.,SINHQ,2018-02-06T08:48:00,MIGUSER,2022-06-13T16:14:01,natasha.hayashi@one-line.com,Y
MISBA,"KUWAIT AGENTS (I. S. A.), MENA SAUD",KWTBA,2018-02-06T08:48:00,MIGUSER,2022-06-13T16:15:10,natasha.hayashi@one-line.com,Y
SAABA,"KUWAIT AGENTS (I. S. A.), SHUAIBA",KWTBA,2018-02-06T08:48:00,MIGUSER,2022-06-13T16:15:23,natasha.hayashi@one-line.com,Y
MACBB,FULL TRANS SHIPPING COMPANY LIMITED,HKGHQ,2018-02-06T08:48:00,MIGUSER,2018-03-12T12:57:44,gerard.tay@one-line.com,Y
LDUBA,"WILHELMSEN SHIPS SERVICE MALAYSIA SDN BHD, LAHAD",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:59:12,nanz.teo@one-line.com,Y
SBWBA,"INTERCARGO SHIPPING AGENCIES SDN BHD, SIBU",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T11:01:56,nanz.teo@one-line.com,Y
KUABA,"LIRASHIP AGENCY SDN. BHD., KUANTAN",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:57:47,nanz.teo@one-line.com,Y
BKIBA,"HARPER WIRA SDN.BHD., KOTA KINABALU",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:56:34,nanz.teo@one-line.com,Y
KCHBA,"INTERCARGO (KUCHING) SDN BHD, KUCHIN",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:55:55,nanz.teo@one-line.com,Y
LBUBA,"HARPER WIRA SDN.BHD., LABUAN",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:57:59,nanz.teo@one-line.com,Y
TWUBA,"HARPER WIRA SDN.BHD., TAWAU",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T11:02:36,nanz.teo@one-line.com,Y
BTUBA,"INTERCARGO SHIPPING AND FORWARDING SDN BHD , BINTUL",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:56:47,nanz.teo@one-line.com,Y
SDKBA,"HARPER WIRA SDN.BHD., SANDAK",PKGBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T11:02:09,nanz.teo@one-line.com,Y
NPEBA,"NYK LINE (NEW ZEALAND) LTD., NAPIER",AKLBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:59:27,nanz.teo@one-line.com,Y
RAYBA,"(ALL MSGS VIA SALALAH AGENTS), RAYSUT",PSQBA,2018-02-06T08:48:00,MIGUSER,2022-06-13T16:14:16,natasha.hayashi@one-line.com,Y
SLLBA,"GULF AGENCY CO. (OMAN) L.L.C., SALALAH",PSQBA,2018-02-06T08:48:00,MIGUSER,2022-06-13T16:12:20,natasha.hayashi@one-line.com,Y
KROBA,"WESTERN PACIFIC SHIPPING COMPANY, KOROR",SINHQ,2018-02-06T08:48:00,MIGUSER,2023-10-25T10:57:06,nanz.teo@one-line.com,Y
UIHBA,"OCEAN NETWORK EXPRESS (VIETNAM) CO., LTD. - QUI NHON AGENCY",SGNBB,2018-02-06T08:48:00,MIGUSER,2023-10-25T11:02:48,nanz.teo@one-line.com,Y
MERBA,OCEAN NETWORK EXPRESS PTE.LTD. - MERSIN BRANCH,ISTBA,2019-01-11T11:44:22,phoebe.tse@one-line.com,2021-08-03T00:04:23,stanley.colaco@one-line.com,N
IZMBA,OCEAN NETWORK EXPRESS PTE.LTD. - IZMIR BRANCH,ISTBA,2019-01-11T11:46:33,phoebe.tse@one-line.com,2021-08-03T00:03:46,stanley.colaco@one-line.com,N
ISTBA,OCEAN NETWORK EXPRESS PTE.LTD. - ISTANBUL BRANCH,LONHQ,2019-01-11T11:40:43,phoebe.tse@one-line.com,2021-08-03T00:04:38,stanley.colaco@one-line.com,N
ARGBB,OCEAN NETWORK EXPRESS ARGENTINA S.A. - PPA,SAOHQ,2023-08-24T00:32:54,gabriele.oliveira@one-line.com,2023-08-25T11:38:58,christopher.gan@one-line.com,N
SOKBB,OCEAN NETWORK EXPRESS SHIPPING (EGYPT) - SOKHNA,CAIBB,2018-10-24T16:34:12,khalid.mahmood@one-line.com,2021-08-13T23:19:43,nozomi.sato@one-line.com,N
BELBA,UNITED LINER AGENCY (BELFAST),LONHQ,2018-10-16T18:53:03,yvonne.barrett@one-line.com,2020-03-30T18:31:01,james.neligan@one-line.com,N
GCMBB,OCEAN NETWORK EXPRESS (NORTH AMERICA) INC.,RICHQ,2022-04-20T03:23:42,rachel.estes@one-line.com,2022-05-26T04:25:31,rachel.estes@one-line.com,N
ITJBA,"WILSON SONS AGENCIA MARITIMA, ITAJAI",SAOBB,2020-03-28T06:05:01,sabrina.brito@one-line.com,2020-03-28T06:11:36,sabrina.brito@one-line.com,N
DUBBB,OCEAN NETWORK EXPRESS LTD - DUBLIN,LONHQ,2023-03-14T17:31:29,james.neligan@one-line.com,2023-05-18T17:05:05,james.neligan@one-line.com,N
ONNBA,HULL BLYTH NIGERIA LTD,LOSBB,2021-01-11T23:18:13,james.neligan@one-line.com,2021-09-22T21:34:46,daniel.smart@one-line.com,N
BUEBA,OCEAN NETWORK EXPRESS ARGENTINA S.A.,SAOHQ,2018-07-04T13:33:54,phoebe.tse@one-line.com,2019-01-04T18:22:25,phoebe.tse@one-line.com,Y
GYEBB,OCEAN NETWORK EXPRESS ECUADOR - ONE ECUADOR,SAOHQ,2022-04-23T02:58:01,sergio.marques@one-line.com,2023-09-19T03:40:00,larissa.penafiel@one-line.com,N
SMRBA,GERLEINCO SANTA MARTA,BOGBB,2019-11-28T04:20:12,marcelo.carreno@one-line.com,2021-03-13T04:41:45,marcelo.carreno@one-line.com,N
BAQBA,GERLEINCO BARRANQUILLA,BOGBB,2019-11-28T04:15:00,marcelo.carreno@one-line.com,2021-03-13T04:41:18,marcelo.carreno@one-line.com,N
BEFBB,OCEAN NETWORK EXPRESS LTD - BELFAST,DUBBB,2023-03-14T18:24:42,james.neligan@one-line.com,2023-08-02T14:47:48,SPRJERT1,N
RECBA,"WILSON SONS AGENCIA MARITIMA, RECIFE",SAOBB,2022-08-13T04:15:33,claudio.azevedo@one-line.com,2022-08-13T04:15:33,claudio.azevedo@one-line.com,N
POSBA,SAGA REUNION - LA POSSESSION - LA REUNION,LONHQ,2019-09-18T23:12:30,khalid.mahmood@one-line.com,2020-04-28T23:48:54,daniel.smart@one-line.com,N
OUABA,R- LOGISTICS BURKINA FASO SA,LONHQ,2021-10-20T18:09:11,greta.mccartin@one-line.com,2022-09-05T17:12:19,greta.mccartin@one-line.com,N
NIMBA,R- LOGISTICS NIGER SA,LONHQ,2021-10-20T18:05:25,greta.mccartin@one-line.com,2022-09-05T17:11:07,greta.mccartin@one-line.com,N
BKOBA,R- LOGISTICS MALI SA,LONHQ,2021-10-20T18:07:28,greta.mccartin@one-line.com,2022-09-05T17:11:59,greta.mccartin@one-line.com,N
CASBB,UNIVERSAL SHIPPING - CASABLANCA - MOROCCO,LONHQ,2021-10-28T22:43:29,stanley.colaco@one-line.com,2022-06-28T17:02:11,james.neligan@one-line.com,N
GUABB,OCEAN NETWORK EXPRESS GUATEMALA,SAOHQ,2023-11-16T09:31:20,sergio.marques@one-line.com,2023-11-16T09:31:20,sergio.marques@one-line.com,N
MBABB,OCEAN NETWORK EXPRESS KENYA LTD,LONHQ,2023-01-05T17:50:04,koray.mertler@one-line.com,2023-04-01T17:01:27,christopher.gan@one-line.com,N
